Date,Price,Open,High,Low,Vol.,Change %
2015-01-21,903.13,896.91,903.5,896.35,725.46M,1.25%
2015-01-20,892,882.43,894.64,882.43,759.24M,1.36%
2015-01-19,880.06,876.97,883.22,875.85,511.99M,0.67%
2015-01-16,874.16,876.49,878.66,868.63,619.40M,-0.37%
2015-01-15,877.43,880.8,884.91,875.6,804.15M,0.21%
2015-01-14,875.63,877.14,883.79,871.28,746.34M,-0.85%
2015-01-13,883.13,881.05,885.48,878.24,736.66M,0.51%
2015-01-12,878.65,879.17,887.39,876.37,637.10M,0.25%
2015-01-09,876.48,877.46,883.27,874.28,711.73M,-0.05%
2015-01-08,876.9,874.05,879.19,872.6,731.76M,1.05%
2015-01-07,867.77,869.25,876.26,864.98,791.95M,-0.15%
2015-01-06,869.1,866.51,869.12,855.75,698.32M,0.52%
2015-01-05,864.63,854.95,867.96,854.11,644.59M,1.17%
2015-01-02,854.59,854.48,857.72,849.41,328.04M,-0.31%
2014-12-31,857.21,845.89,858.51,845.21,284.64M,1.40%
2014-12-30,845.37,839.1,849.23,835.87,591.37M,0.52%
2014-12-29,841.02,847.58,847.58,839.2,382.25M,-0.99%
2014-12-26,849.47,849.41,852.57,849.21,239.13M,0.14%
2014-12-25,848.25,849.22,851.15,848.14,283.90M,0.00%
2014-12-24,848.22,846.58,850.32,846.44,377.98M,0.40%
2014-12-23,844.88,852.55,854.34,842.23,685.13M,-0.77%
2014-12-22,851.44,836,851.44,833.44,568.17M,1.88%
2014-12-19,835.74,836.54,837.94,825.83,718.98M,0.42%
2014-12-18,832.26,818.25,832.26,818.25,711.69M,2.98%
2014-12-17,808.21,794.37,812.24,789.55,767.85M,2.06%
2014-12-16,791.91,824.44,831.76,788.44,1.05B,-4.36%
2014-12-15,828.04,829.4,832.87,825.73,580.79M,-0.51%
2014-12-12,832.26,847.12,847.22,830.62,701.86M,-1.76%
2014-12-11,847.18,842.39,855.41,840.6,786.37M,0.70%
2014-12-10,841.26,839.74,844.9,836.13,632.81M,0.72%
2014-12-09,835.27,847.23,852.14,835.27,645.12M,-1.52%
2014-12-08,848.19,853.34,855.43,844.94,513.74M,-0.49%
2014-12-05,852.4,863.7,868.39,852.4,722.15M,-1.15%
2014-12-04,862.34,849.8,863.69,849.47,671.88M,1.55%
2014-12-03,849.15,849.67,856.45,845.44,661.31M,0.00%
2014-12-02,849.15,862.22,863.47,848.3,847.56M,-1.43%
2014-12-01,861.47,862.14,870.1,852.16,1.00B,-0.03%
2014-11-28,861.69,848.86,870.48,848.86,938.53M,1.75%
2014-11-27,846.89,844.45,849.39,840.86,697.42M,0.53%
2014-11-26,842.43,836.07,843.81,834.17,778.78M,0.85%
2014-11-25,835.31,832.68,836.95,825.58,898.64M,0.34%
2014-11-24,832.52,831.16,833.89,827.11,590.85M,-0.04%
2014-11-21,832.82,828.55,834.71,827.65,786.33M,0.93%
2014-11-20,825.12,814.84,825.35,812.22,836.64M,1.29%
2014-11-19,814.62,816.95,821.44,811.68,908.27M,0.16%
2014-11-18,813.3,808,813.9,806.09,678.37M,1.03%
2014-11-17,805,813.53,817.84,804.56,811.88M,-0.88%
2014-11-14,812.12,808.38,814.49,806.24,718.54M,0.42%
2014-11-13,808.76,805.41,815.04,797.69,905.04M,0.60%
2014-11-12,803.95,787.35,803.95,787.35,801.03M,2.54%
2014-11-11,784.03,779.58,784.03,776.36,644.14M,0.85%
2014-11-10,777.43,783.46,786.36,776.45,610.70M,-0.28%
2014-11-07,779.58,773.86,780.9,771.33,702.36M,0.58%
2014-11-06,775.1,792.74,795.76,775.1,950.13M,-1.83%
2014-11-05,789.56,804.2,809.88,789.56,811.65M,-1.63%
2014-11-04,802.68,803.81,807.79,798.83,680.92M,0.30%
2014-11-03,800.28,805.56,808.63,798.96,648.85M,-0.69%
2014-10-31,805.8,807.96,811.47,803.84,727.42M,0.85%
2014-10-30,798.99,794.7,801.29,792.04,698.48M,0.39%
2014-10-28,795.89,795.02,797.24,790.7,270.94M,0.45%
2014-10-27,792.35,797.83,800.15,785.44,655.80M,-0.23%
2014-10-24,794.17,794.74,799.52,789.96,705.02M,-0.10%
2014-10-23,794.95,780,794.95,776.51,865.47M,1.81%
2014-10-22,780.81,779.95,782.02,775.61,720.20M,0.56%
2014-10-21,776.46,763.01,776.67,762.82,688.16M,1.72%
2014-10-20,763.31,761.73,764.35,758.47,575.87M,1.06%
2014-10-17,755.33,748.34,759.77,747.86,733.80M,1.28%
2014-10-16,745.76,752.06,755.71,738,761.91M,-0.37%
2014-10-15,748.56,749.58,758.15,747.44,783.21M,0.23%
2014-10-14,746.87,751.39,756.89,740.94,886.52M,-0.57%
2014-10-13,751.16,737.91,754.85,737.24,671.26M,2.21%
2014-10-10,734.94,745.46,745.46,734.94,533.52M,-2.28%
2014-10-09,752.08,739.29,753.53,739.29,847.80M,3.11%
2014-10-08,729.43,733.63,733.85,726.12,563.51M,-1.94%
2014-10-03,743.84,742.08,743.84,735.4,228.65M,0.71%
2014-10-02,738.58,743.48,747.3,736.46,553.32M,-0.40%
2014-10-01,741.55,750.01,752.1,741.55,582.95M,-1.04%
2014-09-30,749.38,749.84,751.99,744.91,604.81M,0.39%
2014-09-29,746.46,746.02,748.4,740.43,550.19M,0.02%
2014-09-26,746.32,749.04,751.64,738.47,706.10M,0.05%
2014-09-25,745.91,752.46,755.76,743.21,570.89M,-0.80%
2014-09-24,751.93,770.04,772.13,751.22,618.56M,-1.93%
2014-09-23,766.69,773.39,778.03,766.69,503.27M,-0.26%
2014-09-22,768.7,769.47,775.01,765.6,469.20M,-0.07%
2014-09-19,769.22,777.61,782.95,769.22,522.98M,-0.74%
2014-09-18,774.96,784.55,785.28,772.76,647.62M,-1.86%
2014-09-17,789.68,790.63,794.06,786.95,493.29M,0.42%
2014-09-16,786.35,778.13,788.47,774.36,594.91M,0.92%
2014-09-15,779.18,776.86,783.26,774.57,457.64M,0.12%
2014-09-12,778.21,788.82,793.1,777.04,509.11M,-1.45%
2014-09-11,789.66,798.28,801.08,786.56,546.68M,-0.74%
2014-09-10,795.51,801.06,802.59,789.69,639.36M,-0.66%
2014-09-09,800.8,819.92,822.54,799.85,647.36M,-2.58%
2014-09-08,822,823.92,826.28,820.36,479.57M,0.01%
2014-09-05,821.93,821.03,823.48,816.72,497.51M,-0.04%
2014-09-04,822.26,813.91,823.38,811.72,651.10M,1.15%
2014-09-03,812.92,809.9,815.56,808.97,563.66M,0.72%
2014-09-02,807.1,809.4,813.98,804.84,457.03M,-0.14%
2014-09-01,808.25,804.55,810.01,801.79,349.42M,0.64%
2014-08-29,803.13,810.1,816.11,802.98,490.87M,-0.65%
2014-08-28,808.38,805.91,808.7,802.55,449.48M,0.46%
2014-08-27,804.67,809.49,811.96,802.42,527.30M,-0.36%
2014-08-26,807.54,794.38,808.47,794.38,479.08M,1.88%
2014-08-25,792.62,791.73,793.68,789.23,373.93M,0.42%
2014-08-22,789.3,791.19,794.08,785.65,435.60M,-0.04%
2014-08-21,789.58,786.91,791.9,786.54,485.35M,0.12%
2014-08-20,788.67,793.85,795.25,782.5,683.62M,-0.52%
2014-08-19,792.76,776.37,794.08,776.37,723.20M,2.50%
2014-08-18,773.42,771.77,775.15,765.4,558.37M,0.85%
2014-08-15,766.92,779.31,782.11,766.26,536.94M,-1.13%
2014-08-14,775.7,777.12,785.15,772.68,580.72M,-0.06%
2014-08-13,776.19,781.42,783.1,768.46,673.91M,-0.27%
2014-08-12,778.27,773.33,779.89,768.7,529.16M,0.72%
2014-08-11,772.71,804.27,804.83,772.27,749.79M,-2.43%
2014-08-08,791.99,779.97,794.65,777.51,586.83M,0.45%
2014-08-07,788.43,796.56,799.37,786.78,577.62M,-0.74%
2014-08-06,794.32,800.6,804.6,789.55,739.19M,-1.50%
2014-08-05,806.42,823.76,826.64,803.46,564.38M,-1.53%
2014-08-04,818.93,824.17,829.88,818.93,448.48M,-0.24%
2014-08-01,820.94,823.71,825.53,809.15,565.69M,-0.08%
2014-07-31,821.57,839.19,843.56,821.57,610.55M,-2.45%
2014-07-25,842.18,840.21,842.9,834.26,523.53M,0.47%
2014-07-24,838.25,830.62,839.2,830.62,746.60M,1.17%
2014-07-23,828.55,827.03,831.69,824.9,521.43M,0.39%
2014-07-22,825.31,826.08,828.8,822.12,507.06M,0.32%
2014-07-21,822.7,826.93,829.43,821.65,440.20M,-0.05%
2014-07-18,823.15,809.41,823.15,809.34,469.69M,0.65%
2014-07-17,817.83,824.05,824.92,812.85,620.66M,-0.59%
2014-07-16,822.71,813.41,822.91,811.49,538.75M,1.26%
2014-07-15,812.45,807.75,814.72,806.46,545.81M,0.77%
2014-07-14,806.22,798.09,806.95,796.7,488.48M,1.59%
2014-07-11,793.64,787.89,795.24,787.48,407.59M,1.03%
2014-07-10,785.52,795.87,798.37,784.87,550.69M,-1.14%
2014-07-09,794.59,793.99,797.78,790.88,483.76M,0.21%
2014-07-08,792.91,791.56,797.3,790.81,493.71M,0.43%
2014-07-07,789.51,773.81,789.96,772.55,584.55M,1.83%
2014-07-04,775.35,776.07,777.81,773.74,411.55M,0.01%
2014-07-03,775.29,768.81,775.69,764.7,556.48M,0.91%
2014-07-02,768.32,773.06,774.12,760.56,547.89M,-0.36%
